SystemMillis,BMETemperature,BMEPressure,BMEApproximateAlt,BNO Quat W, BNO Quat X,BNO Quat Y,BNO Quat Z,BNO Gyro X,BNO Gyro Y,BNO Gyro Z,BNO Accel X,BNO Accel Y,BNO Accel Z,BNO_Grav_X,BNO_Grav_Y,BNO_Grav_Z,BNO CALIBRATION sys,BNOGyro,BNOAccel,BNOMagnitude,ALGOPos1,ALGOPos2,GPSHour,GPSmin,GPSsec,GPSmilli,GPSday,GPSmonth,GPSyear,GPSFix,GPSfixquality_3d,GPSLat,GPSlong,GPSSpeed,GPSAngle,GPSAlt,GPSSatNum
789622,25.82,983.80,248.10,0.4722,0.5396,0.4520,-0.5307,-7.56,0.88,-0.06,-9.62,0.16,0.64,-9.80,0.29,0.08,1,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
790122,25.82,983.92,247.10,0.4819,0.5406,0.4586,-0.5150,-1.31,-2.19,-3.19,-9.63,0.89,0.43,-9.79,0.47,-0.04,1,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
790622,25.82,984.05,245.97,0.4739,0.5331,0.4667,-0.5229,10.25,3.94,-2.31,-9.97,-0.93,-0.06,-9.80,0.16,-0.03,1,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
791122,25.83,984.17,244.94,0.4770,0.5350,0.4868,-0.4993,13.06,0.37,-3.25,-9.97,0.98,-0.67,-9.79,0.23,-0.45,1,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
791623,25.83,984.31,243.78,0.4641,0.5129,0.5041,-0.5172,0.50,0.25,-6.75,-9.63,-0.85,0.26,-9.79,-0.44,-0.33,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
792123,25.84,984.40,243.00,0.4686,0.4963,0.5089,-0.5245,-16.81,-5.06,2.25,-9.87,0.67,-0.17,-9.78,-0.67,-0.10,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
792624,25.84,984.57,241.56,0.4802,0.4794,0.5118,-0.5268,15.00,-4.19,-1.94,-9.88,-0.88,0.22,-9.77,-0.77,0.15,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
793125,25.84,984.68,240.65,0.4962,0.4830,0.5027,-0.5175,-2.50,-1.75,6.56,-9.84,0.42,-0.18,-9.79,-0.40,0.27,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
793625,25.85,984.77,239.82,0.5010,0.5059,0.4818,-0.5109,2.69,0.62,10.56,-9.82,-0.69,0.22,-9.80,0.14,0.23,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
794126,25.85,984.92,238.57,0.5067,0.5266,0.4666,-0.4983,7.69,2.00,7.50,-9.89,0.71,-0.14,-9.78,0.68,0.09,1,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
794627,25.85,985.02,237.71,0.5165,0.5230,0.4764,-0.4825,-6.56,4.56,2.81,-9.84,0.14,0.30,-9.77,0.77,0.00,1,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
795128,25.86,985.12,236.84,0.5202,0.5121,0.4993,-0.4669,-14.19,3.62,-5.87,-10.07,1.26,-0.08,-9.78,0.65,-0.22,2,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
795629,25.87,985.20,236.19,0.5207,0.4907,0.5164,-0.4706,-9.56,0.31,-6.19,-10.21,0.74,0.14,-9.80,0.24,-0.14,2,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
796129,25.87,985.28,235.48,0.5219,0.4834,0.5191,-0.4738,-1.12,-0.19,-6.44,-9.83,0.58,-0.21,-9.80,0.12,-0.06,1,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
796630,25.88,985.40,234.50,0.5084,0.4773,0.5306,-0.4819,2.87,-0.06,-7.31,-9.57,-0.06,-0.69,-9.80,-0.25,-0.18,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
797130,25.88,985.53,233.42,0.5208,0.4561,0.5193,-0.5011,-1.50,-4.50,1.44,-9.61,0.25,1.16,-9.78,-0.44,0.43,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
797632,25.88,985.66,232.27,0.5224,0.4793,0.4933,-0.5040,11.19,0.56,2.44,-10.26,-0.45,-1.33,-9.79,0.02,0.47,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
798132,25.89,985.73,231.70,0.5086,0.4869,0.5056,-0.4987,3.50,1.50,3.87,-9.86,-0.27,1.07,-9.80,-0.08,0.14,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
798633,25.89,985.84,230.76,0.5151,0.4972,0.5005,-0.4868,-7.12,1.44,3.56,-9.95,0.43,-0.73,-9.80,0.24,0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
799134,25.89,985.92,230.03,0.5040,0.4878,0.5215,-0.4858,-7.19,-0.19,-1.50,-9.65,-0.35,0.53,-9.80,-0.14,-0.19,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
799635,25.89,986.04,229.01,0.5140,0.4716,0.5229,-0.4899,-3.75,-1.19,-2.19,-9.53,0.54,0.18,-9.80,-0.27,0.08,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
800136,25.89,986.10,228.50,0.5082,0.4738,0.5313,-0.4847,2.37,-1.62,-0.81,-9.35,0.02,0.01,-9.80,-0.33,-0.12,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
800636,25.89,986.22,227.51,0.5476,0.4711,0.5048,-0.4725,-13.88,1.56,2.19,-9.55,1.17,0.65,-9.78,0.38,0.45,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
801138,25.89,986.33,226.57,0.5565,0.4711,0.5108,-0.4554,-24.12,1.06,1.00,-9.95,-1.27,-0.45,-9.78,0.57,0.33,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
801638,25.90,986.44,225.65,0.5546,0.4504,0.5444,-0.4395,-8.81,1.00,2.00,-9.56,0.67,0.34,-9.80,0.20,0.01,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
802139,25.90,986.56,224.66,0.5847,0.4335,0.5397,-0.4231,0.00,-0.06,-3.62,-9.56,0.20,0.37,-9.78,0.49,0.40,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
802640,25.91,986.67,223.66,0.5701,0.4163,0.5714,-0.4186,-16.00,0.25,-2.37,-9.50,0.00,-0.09,-9.80,-0.03,0.00,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
803141,25.92,986.82,222.38,0.5787,0.4030,0.5837,-0.4025,16.19,0.94,-4.00,-9.64,-0.15,-0.36,-9.80,-0.03,-0.06,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
803642,25.93,986.97,221.16,0.5700,0.3860,0.6099,-0.3925,-7.81,2.12,-1.56,-9.69,0.19,-0.02,-9.79,-0.38,-0.41,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
804142,25.93,987.08,220.16,0.6013,0.3808,0.5885,-0.3836,-9.63,0.06,0.25,-9.86,-0.08,0.49,-9.80,0.06,0.17,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
804642,25.94,987.23,218.88,0.6021,0.3679,0.6041,-0.3704,-12.75,-2.62,2.94,-10.05,-0.25,-0.71,-9.80,-0.04,-0.02,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
805143,25.95,987.42,217.30,0.6180,0.3559,0.6057,-0.3528,-0.19,-3.50,2.44,-9.84,0.14,0.46,-9.80,0.12,0.13,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
805643,25.95,987.52,216.47,0.6259,0.3534,0.6053,-0.3420,0.25,-0.37,3.00,-9.98,0.34,-0.51,-9.80,0.28,0.15,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
806144,25.96,987.64,215.43,0.6358,0.3504,0.6052,-0.3267,1.12,-0.06,1.87,-10.00,0.41,0.50,-9.79,0.49,0.21,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
806645,25.96,987.78,214.29,0.6388,0.3519,0.6030,-0.3234,5.44,0.44,1.56,-10.02,0.24,-0.06,-9.78,0.58,0.24,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
807147,25.97,987.87,213.45,0.6367,0.3541,0.6030,-0.3251,11.81,-0.37,-1.44,-9.80,0.11,0.59,-9.78,0.57,0.21,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
807648,25.97,988.00,212.36,0.6292,0.3475,0.6066,-0.3396,-2.37,0.44,-1.00,-9.83,-0.30,-0.25,-9.80,0.23,0.21,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
808149,25.98,988.08,211.69,0.6138,0.3505,0.6159,-0.3479,4.87,3.75,-0.50,-9.98,0.12,0.54,-9.80,0.01,-0.04,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
808650,25.98,988.19,210.77,0.5944,0.3788,0.6093,-0.3634,9.19,3.31,1.37,-10.35,-0.33,-0.22,-9.80,0.06,-0.29,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
809150,25.99,988.27,210.11,0.5771,0.3975,0.6047,-0.3785,-19.44,1.69,-2.25,-9.52,0.75,-0.43,-9.79,0.01,-0.46,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
809651,25.99,988.36,209.03,0.5786,0.4141,0.5843,-0.3903,-10.50,-3.19,-0.75,-9.26,0.43,-0.01,-9.80,0.22,-0.25,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
810151,25.99,988.47,208.38,0.5679,0.4142,0.5696,-0.4260,5.31,-4.19,-1.87,-9.33,-0.67,-0.53,-9.80,-0.14,0.07,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
810653,25.99,988.61,207.20,0.5679,0.4277,0.5521,-0.4357,4.69,-2.31,5.81,-9.83,0.00,0.14,-9.80,0.04,0.24,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
811153,25.99,988.71,206.34,0.5577,0.4587,0.5291,-0.4456,24.69,7.69,3.25,-8.66,-0.41,-2.08,-9.79,0.39,0.18,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
811653,25.99,988.80,205.57,0.5792,0.4619,0.5191,-0.4262,-6.06,-2.81,7.37,-10.90,1.14,0.33,-9.75,0.90,0.33,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
812154,25.99,988.88,204.91,0.5714,0.4633,0.5306,-0.4211,15.06,8.88,-5.31,-9.40,-0.36,-0.76,-9.77,0.79,0.05,0,0,0,0,2000.00,0.00,,,,,,,,,,,,,,,
812654,26.00,989.01,203.81,0.5504,0.4667,0.5434,-0.4290,51.13,-10.13,-7.62,-8.99,1.31,2.23,-9.79,0.45,-0.23,0,0,0,1,2000.00,0.00,,,,,,,,,,,,,,,
813155,26.00,989.06,203.34,0.5593,0.4276,0.5627,-0.4332,-12.00,-16.31,-0.19,-9.62,-0.17,1.86,-9.80,-0.09,0.03,0,0,0,1,2000.00,0.00,,,,,,,,,,,,,,,
813657,26.01,989.13,202.82,0.5334,0.4138,0.5836,-0.4512,21.62,14.63,-11.19,-9.12,-0.83,-3.18,-9.76,-0.83,-0.23,0,0,0,1,2000.00,0.00,,,,,,,,,,,,,,,
814157,26.01,989.22,202.00,0.5314,0.3987,0.5994,-0.4466,-47.38,2.75,3.50,-9.03,0.02,2.64,-9.73,-1.09,-0.35,0,0,0,1,2000.00,0.00,,,,,,,,,,,,,,,
814658,26.01,989.29,201.40,0.5241,0.4161,0.5956,-0.4442,-9.94,7.37,4.87,-9.06,-1.24,-2.27,-9.74,-0.91,-0.54,0,0,0,1,2000.00,0.00,,,,,,,,,,,,,,,
815159,26.02,989.38,200.62,0.5659,0.4152,0.6177,-0.3547,-99.69,41.38,-63.94,-8.55,-9.15,9.72,-9.74,0.30,-1.05,0,0,0,1,2000.00,0.00,,,,,,,,,,,,,,,
815660,26.03,989.48,199.81,0.5378,0.3544,0.7074,-0.2911,6.12,33.38,-32.38,-8.25,3.89,-2.28,-9.46,-0.37,-2.52,0,0,0,1,2000.00,0.00,,,,,,,,,,,,,,,
816161,26.04,989.52,199.45,0.3422,0.4302,0.7375,-0.3922,-66.75,-10.13,-2.37,-10.41,0.80,-4.53,-8.26,-2.73,-4.51,0,0,0,1,2000.00,0.00,,,,,,,,,,,,,,,
816661,26.05,989.54,199.29,0.1938,0.4298,0.7562,-0.4537,-61.69,8.38,0.69,-6.44,-3.51,-4.97,-6.69,-5.09,-5.03,0,0,0,1,2000.00,0.00,,,,,,,,,,,,,,,
817163,26.06,989.56,199.12,0.0531,0.4012,0.7561,-0.5143,-58.38,21.25,13.50,-5.16,-9.19,-4.32,-4.83,-7.20,-4.56,0,0,0,1,2000.00,0.00,,,,,,,,,,,,,,,
817663,26.07,989.57,199.07,-0.0814,0.3510,0.7555,-0.5471,41.88,15.25,-28.56,-1.87,-9.86,-3.90,-2.56,-8.66,-3.80,0,0,0,1,2000.00,0.00,,,,,,,,,,,,,,,
818163,26.08,989.58,198.99,-0.1514,0.3176,0.7511,-0.5587,17.06,0.06,-2.94,-1.25,-8.75,-3.31,-1.24,-9.17,-3.23,0,0,0,1,2000.00,0.00,,,,,,,,,,,,,,,
818664,26.09,989.59,198.91,-0.0538,0.3827,0.8707,-0.3043,-127.62,-10.44,27.25,-1.43,-5.74,-8.35,-1.39,-5.41,-8.05,0,0,0,2,2000.00,0.00,,,,,,,,,,,,,,,
819164,26.10,989.60,198.75,0.0643,0.4011,0.9128,0.0427,-0.13,0.00,0.00,-0.51,1.27,-9.68,-0.81,1.26,-9.68,2,0,0,2,2000.00,0.00,,,,,,,,,,,,,,,
819665,26.12,989.60,198.82,0.0602,0.3958,0.9154,0.0421,1.69,-0.06,-2.81,-0.45,1.61,-9.66,-0.75,1.22,-9.70,3,0,0,2,2000.00,0.00,,,,,,,,,,,,,,,
820166,26.13,989.58,198.94,0.0582,0.3900,0.9180,0.0432,0.00,0.13,0.13,-0.60,1.26,-9.76,-0.71,1.22,-9.70,3,0,0,2,2000.00,0.00,,,,,,,,,,,,,,,
820666,26.14,989.61,198.74,0.0567,0.3828,0.9210,0.0443,0.00,-0.13,-0.06,-0.58,1.20,-9.79,-0.69,1.22,-9.70,3,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
821167,26.16,989.61,198.67,0.0566,0.3804,0.9220,0.0444,0.06,-0.13,0.00,-0.60,1.26,-9.72,-0.69,1.22,-9.70,3,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
821667,26.16,989.63,198.57,0.0562,0.3728,0.9251,0.0449,0.13,-0.06,0.06,-0.57,1.28,-9.74,-0.69,1.22,-9.70,3,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
822167,26.17,989.60,198.81,0.0563,0.3759,0.9238,0.0447,0.13,-0.13,-0.06,-0.58,1.24,-9.74,-0.69,1.22,-9.70,3,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
822667,26.18,989.63,198.52,0.0566,0.3804,0.9220,0.0444,-0.13,0.19,0.00,-0.57,1.24,-9.73,-0.69,1.22,-9.70,3,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
823167,26.19,989.63,198.53,0.0566,0.3804,0.9220,0.0444,0.00,0.06,0.13,-0.59,1.22,-9.76,-0.69,1.22,-9.70,3,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
823667,26.20,989.61,198.73,0.0566,0.3804,0.9220,0.0444,0.00,0.19,-0.06,-0.58,1.20,-9.74,-0.69,1.22,-9.70,3,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
824167,26.21,989.59,198.90,0.0556,0.3842,0.9206,0.0424,2.44,-0.50,-0.13,-0.58,1.20,-9.73,-0.68,1.18,-9.71,3,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
824667,26.22,989.61,198.71,0.0552,0.3947,0.9163,0.0410,0.06,0.25,-0.19,-0.58,1.02,-9.64,-0.67,1.16,-9.71,3,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
825168,26.23,989.60,198.82,0.0549,0.3934,0.9168,0.0411,-0.13,-0.13,0.00,-0.59,1.15,-9.72,-0.66,1.16,-9.71,3,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
825668,26.25,989.62,198.62,0.0540,0.3775,0.9235,0.0417,-0.31,-0.13,-0.75,-0.62,1.21,-9.74,-0.66,1.15,-9.71,3,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
826170,26.26,989.61,198.68,0.0530,0.3638,0.9293,0.0341,4.12,-0.62,-9.69,-0.68,1.08,-9.79,-0.72,0.99,-9.72,3,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
826670,26.26,989.59,198.87,0.0176,0.3354,0.9359,-0.1064,131.56,-15.25,-19.87,-0.91,-1.01,-10.09,-1.02,-1.83,-9.57,3,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
827170,26.28,989.60,198.81,-0.1910,0.1102,0.2468,-0.9437,436.31,-67.87,61.06,-0.49,-4.48,6.77,-1.11,-4.97,8.37,1,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
827670,26.30,989.60,198.76,-0.1391,0.0939,0.1691,-0.9712,-182.75,-2.62,2.31,-1.23,-5.72,7.76,-1.32,-3.47,9.07,2,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
828171,26.30,989.60,198.83,-0.0539,0.0722,0.1199,-0.9887,-47.63,-0.19,19.50,-1.48,-1.81,9.31,-1.27,-2.40,9.42,2,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
828671,26.30,989.57,199.01,0.0221,0.0638,0.1073,-0.9919,7.31,0.50,21.75,-1.38,-1.43,8.99,-1.28,-2.05,9.50,1,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
829171,26.31,989.59,198.89,0.0707,0.0637,-0.0078,-0.9954,-91.69,4.19,21.87,-0.98,-1.98,10.14,-1.23,0.07,9.72,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
829672,26.32,989.61,198.75,0.1293,0.0713,-0.0843,-0.9854,19.62,0.00,5.37,-0.83,1.79,8.93,-1.16,1.83,9.56,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
830172,26.32,989.58,198.97,0.1527,0.1151,-0.3223,-0.9271,35.69,9.31,9.63,-1.01,6.25,7.97,-1.12,6.24,7.47,1,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
830673,26.32,989.58,199.00,0.2061,0.1477,-0.4197,-0.8715,44.69,13.25,16.75,-0.85,6.87,6.40,-0.81,7.81,5.86,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
831174,26.33,989.58,199.00,0.2551,0.2018,-0.5271,-0.7850,55.06,15.00,15.94,-0.65,9.31,3.48,-0.45,9.16,3.47,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
831674,26.33,989.59,198.85,0.2690,0.2643,-0.6111,-0.6960,23.94,8.75,2.69,-0.50,10.50,0.66,-0.38,9.73,1.11,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
832175,26.34,989.59,198.92,0.2711,0.3131,-0.6606,-0.6262,43.44,-1.25,-3.19,0.03,9.90,-1.15,-0.33,9.77,-0.67,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
832677,26.35,989.56,199.12,0.1174,0.4387,-0.8412,-0.2936,223.87,7.19,-1.37,-0.48,6.51,-7.07,-0.58,5.85,-7.84,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
833177,26.35,989.55,199.18,0.0087,0.4528,-0.8915,0.0042,0.19,0.06,0.06,0.11,0.47,-9.79,0.18,0.00,-9.80,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
833678,26.37,989.56,199.11,0.0115,0.4529,-0.8914,-0.0070,0.13,0.00,0.19,0.07,0.46,-9.81,0.13,0.22,-9.80,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
834179,26.38,989.55,199.24,0.0125,0.4529,-0.8914,-0.0110,0.00,-0.19,-0.13,0.08,0.46,-9.80,0.12,0.30,-9.80,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
834681,26.39,989.60,198.77,0.0131,0.4529,-0.8914,-0.0132,0.06,0.13,0.06,0.08,0.47,-9.79,0.11,0.34,-9.79,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
835181,26.41,989.58,198.99,0.0131,0.4529,-0.8914,-0.0133,-0.31,-0.13,0.00,0.10,0.47,-9.78,0.11,0.34,-9.79,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
835682,26.43,989.56,199.12,0.0131,0.4529,-0.8914,-0.0133,0.00,-0.13,0.19,0.07,0.50,-9.81,0.11,0.34,-9.79,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
836182,26.44,989.60,198.75,0.0134,0.4529,-0.8914,-0.0139,-0.06,-0.06,0.13,0.09,0.47,-9.78,0.11,0.36,-9.79,0,3,0,2,2000.00,0.00,20,41,53,0,13,4,24,1,0,46.4005,-119.0223,0.03,107.38,185.30,10.00
836683,26.45,989.61,198.74,0.0134,0.4529,-0.8914,-0.0140,0.00,-0.13,0.00,0.10,0.51,-9.78,0.11,0.36,-9.79,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
837184,26.47,989.59,198.87,0.0134,0.4529,-0.8914,-0.0140,-0.06,-0.13,-0.06,0.09,0.51,-9.79,0.11,0.36,-9.79,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
837685,26.48,989.59,198.87,0.0134,0.4529,-0.8914,-0.0140,0.00,0.06,0.06,0.07,0.48,-9.81,0.11,0.36,-9.79,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
838185,26.49,989.58,198.95,0.0134,0.4529,-0.8914,-0.0140,0.00,0.00,-0.19,0.11,0.52,-9.78,0.11,0.36,-9.79,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
838686,26.51,989.59,198.91,0.0138,0.4528,-0.8914,-0.0147,-0.44,0.00,0.37,0.10,0.51,-9.80,0.11,0.37,-9.79,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
839187,26.52,989.61,198.72,0.0156,0.4360,-0.8996,-0.0216,0.00,0.06,3.31,0.08,0.71,-9.84,0.09,0.51,-9.79,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
839687,26.53,989.58,198.93,0.0505,0.4150,-0.8925,-0.1693,-134.69,-26.00,2.37,-0.66,2.80,-9.02,-0.49,3.37,-9.19,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
840189,26.54,989.60,198.76,0.3173,0.1843,-0.3762,-0.8508,-175.69,-3.00,-68.12,-1.05,8.25,7.06,-0.78,7.24,6.55,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
840690,26.54,989.60,198.81,0.2935,0.2011,-0.4119,-0.8389,-138.94,-7.87,-22.00,-1.18,8.66,6.08,-0.95,7.78,5.87,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
841190,26.54,989.59,198.85,0.2526,0.2101,-0.3207,-0.8884,-37.94,4.94,-20.62,-2.48,6.26,6.44,-2.10,6.58,6.95,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
841690,26.55,989.60,198.82,0.2206,0.2072,-0.2741,-0.9128,2.69,-4.87,-16.12,-2.41,6.54,7.15,-2.52,5.81,7.47,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
842190,26.56,989.62,198.69,0.1469,0.2036,-0.2422,-0.9372,-21.19,-3.75,-9.88,-3.00,4.15,7.64,-3.04,4.99,7.86,1,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
842691,26.55,989.62,198.65,0.0967,0.1744,-0.1746,-0.9642,-18.69,-10.69,-16.94,-2.92,3.26,8.81,-2.96,3.63,8.61,1,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
843192,26.56,989.60,198.81,0.0449,0.1429,-0.0648,-0.9866,-30.75,-9.50,-13.50,-2.53,1.55,9.12,-2.70,1.38,9.32,1,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
843694,26.57,989.63,198.53,-0.0189,0.0854,0.0093,-0.9961,-12.81,-14.88,-12.19,-1.28,-0.69,10.17,-1.64,-0.24,9.66,2,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
844195,26.58,989.65,198.40,-0.0591,0.0686,0.1116,-0.9896,-41.63,-0.31,-3.12,-1.31,-2.64,9.39,-1.19,-2.31,9.45,2,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
844696,26.59,989.59,198.89,-0.0839,0.1081,0.4550,-0.8799,-92.69,11.56,-19.81,-0.93,-7.86,4.88,-1.09,-8.11,5.38,1,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
845197,26.59,989.59,198.90,-0.0992,0.1387,0.6171,-0.7681,-4.00,0.25,0.81,-0.68,-9.16,1.89,-0.89,-9.56,1.95,1,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
845697,26.61,989.60,198.79,-0.0958,0.1426,0.6323,-0.7554,-1.62,0.69,0.31,-0.79,-9.20,1.29,-0.92,-9.63,1.56,0,3,0,2,2000.00,0.00,,,,,,,,,,,,,,,
846198,26.63,989.62,198.63,-0.0950,0.1454,0.6405,-0.7480,-0.13,-0.13,-0.13,-0.84,-9.25,1.11,-0.93,-9.66,1.34,0,3,0,0,2000.00,0.00,,,,,,,,,,,,,,,
846698,26.64,989.62,198.63,-0.0961,0.1466,0.6425,-0.7460,0.94,0.00,-0.31,-0.85,-9.25,1.09,-0.93,-9.67,1.28,0,3,0,0,2000.00,0.00,,,,,,,,,,,,,,,
847199,26.65,989.60,198.82,-0.0977,0.1469,0.6424,-0.7458,4.00,-0.25,-0.94,-0.79,-9.17,1.09,-0.91,-9.67,1.28,0,3,0,0,2000.00,0.00,,,,,,,,,,,,,,,
847699,26.66,989.60,198.81,-0.1022,0.1409,0.6290,-0.7577,10.56,-1.06,-2.31,-0.73,-9.21,1.54,-0.82,-9.62,1.67,0,3,0,0,2000.00,0.00,,,,,,,,,,,,,,,
848200,26.67,989.61,198.73,-0.0991,0.1134,0.4554,-0.8774,118.06,-6.44,5.44,-1.11,-8.10,5.89,-1.06,-7.94,5.64,0,3,1,0,2000.00,0.00,,,,,,,,,,,,,,,
848701,26.68,989.61,198.73,-0.0804,0.1088,0.3099,-0.9411,25.31,-11.31,9.69,-1.36,-6.10,7.09,-1.51,-5.85,7.71,0,3,1,0,2000.00,0.00,,,,,,,,,,,,,,,
849202,26.68,989.62,198.58,-0.0315,0.0962,0.1968,-0.9752,37.75,-3.56,11.75,-1.72,-4.45,8.36,-1.71,-3.77,8.88,0,3,1,0,2000.00,0.00,,,,,,,,,,,,,,,
849702,26.68,989.62,198.65,0.0185,0.0827,0.0941,-0.9919,37.69,-6.69,10.31,-1.60,-2.36,9.43,-1.64,-1.80,9.49,0,3,1,0,2000.00,0.00,,,,,,,,,,,,,,,
850203,26.69,989.60,198.76,0.0820,0.0760,0.0511,-0.9924,1.44,-2.37,12.88,-1.57,-0.17,10.01,-1.56,-0.87,9.64,0,3,1,0,2000.00,0.00,,,,,,,,,,,,,,,
850705,26.70,989.62,198.65,0.1403,0.1090,-0.0365,-0.9834,14.44,4.19,18.31,-1.97,1.17,9.22,-2.00,1.00,9.54,0,3,1,0,2000.00,0.00,,,,,,,,,,,,,,,
851206,26.71,989.61,198.70,0.1865,0.1337,-0.1046,-0.9677,0.37,7.75,16.25,-2.07,1.84,9.40,-2.15,2.47,9.24,0,3,1,0,2000.00,0.00,,,,,,,,,,,,,,,
851706,26.71,989.61,198.73,0.2455,0.1466,-0.1154,-0.9512,-14.06,4.69,15.19,-1.97,3.36,9.23,-2.17,2.85,9.12,0,3,1,0,2000.00,0.00,,,,,,,,,,,,,,,
